,Message,Timestamp,Geometry,name,lock_resource,lock_container,queue_a,queue_b,entry_a,entry_b,lock_id
0,1779687 enters lock,2023-12-25 02:46:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,1,0,0,0,True,False,1306537
1,Closes entry A,2023-12-25 02:47:30.966923,,1306537,1,0,0,0,True,False,1306537
2,Opens entry B,2023-12-25 03:17:30.966923,,1306537,1,0,0,0,False,True,1306537
3,1779687 leaves lock,2023-12-25 03:17:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,1,0,0,0,False,True,1306537
4,1046675 enters lock,2023-12-25 06:16:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,1,0,0,0,True,False,1306537
5,Closes entry A,2023-12-25 06:18:30.966923,,1306537,1,0,0,0,True,False,1306537
6,Opens entry B,2023-12-25 06:48:30.966923,,1306537,1,0,1,0,False,True,1306537
7,1046675 leaves lock,2023-12-25 06:48:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,1,0,1,0,False,True,1306537
8,1950006 enters lock,2023-12-25 07:20:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,1,0,0,0,True,False,1306537
9,Closes entry A,2023-12-25 07:22:30.966923,,1306537,1,0,0,0,True,False,1306537
10,Opens entry B,2023-12-25 07:52:30.966923,,1306537,1,0,0,0,False,True,1306537
11,1950006 leaves lock,2023-12-25 07:52:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,1,0,0,0,False,True,1306537
12,647517 enters lock,2023-12-25 09:16:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,2,0,0,0,True,False,1306537
13,1647172 enters lock,2023-12-25 09:16:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,2,0,0,0,True,False,1306537
14,Closes entry A,2023-12-25 09:18:30.966923,,1306537,2,0,0,0,True,False,1306537
15,Opens entry B,2023-12-25 09:48:30.966923,,1306537,2,0,1,0,False,True,1306537
16,647517 leaves lock,2023-12-25 09:48:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,2,0,1,0,False,True,1306537
17,1647172 leaves lock,2023-12-25 09:48:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,1,0,1,0,False,True,1306537
18,1742300 enters lock,2023-12-25 10:20:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,1,0,0,0,True,False,1306537
19,Closes entry A,2023-12-25 10:22:30.966923,,1306537,1,0,0,0,True,False,1306537
20,Opens entry B,2023-12-25 10:52:30.966923,,1306537,1,0,2,0,False,True,1306537
21,1742300 leaves lock,2023-12-25 10:52:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,1,0,2,0,False,True,1306537
22,239315 enters lock,2023-12-25 11:24:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,2,0,0,0,True,False,1306537
23,457564 enters lock,2023-12-25 11:24:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,2,0,0,0,True,False,1306537
24,Closes entry A,2023-12-25 11:26:30.966923,,1306537,2,0,0,0,True,False,1306537
25,Opens entry B,2023-12-25 11:56:30.966923,,1306537,2,0,0,0,False,True,1306537
26,239315 leaves lock,2023-12-25 11:56:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,2,0,0,0,False,True,1306537
27,457564 leaves lock,2023-12-25 11:56:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,1,0,0,0,False,True,1306537
28,2061609 enters lock,2023-12-25 14:16:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,1,0,0,0,True,False,1306537
29,Closes entry A,2023-12-25 14:18:30.966923,,1306537,1,0,0,0,True,False,1306537
30,Opens entry B,2023-12-25 14:48:30.966923,,1306537,1,0,0,0,False,True,1306537
31,2061609 leaves lock,2023-12-25 14:48:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,1,0,0,0,False,True,1306537
32,2033644 enters lock,2023-12-25 17:16:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,1,0,0,0,True,False,1306537
33,Closes entry A,2023-12-25 17:18:30.966923,,1306537,1,0,0,0,True,False,1306537
34,Opens entry B,2023-12-25 17:48:30.966923,,1306537,1,0,1,0,False,True,1306537
35,2033644 leaves lock,2023-12-25 17:48:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,1,0,1,0,False,True,1306537
36,876766 enters lock,2023-12-25 18:20:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,1,0,0,0,True,False,1306537
37,Closes entry A,2023-12-25 18:22:30.966923,,1306537,1,0,0,0,True,False,1306537
38,Opens entry B,2023-12-25 18:52:30.966923,,1306537,1,0,0,0,False,True,1306537
39,876766 leaves lock,2023-12-25 18:52:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,1,0,0,0,False,True,1306537
40,1308697 enters lock,2023-12-25 20:16:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,1,0,0,0,True,False,1306537
41,Closes entry A,2023-12-25 20:18:30.966923,,1306537,1,0,0,0,True,False,1306537
42,Opens entry B,2023-12-25 20:48:30.966923,,1306537,1,0,0,0,False,True,1306537
43,1308697 leaves lock,2023-12-25 20:48:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,1,0,0,0,False,True,1306537
44,1779688 enters lock,2023-12-26 01:16:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,1,0,0,0,True,False,1306537
45,Closes entry A,2023-12-26 01:18:30.966923,,1306537,1,0,0,0,True,False,1306537
46,Opens entry B,2023-12-26 01:48:30.966923,,1306537,1,0,0,0,False,True,1306537
47,1779688 leaves lock,2023-12-26 01:48:30.966923,POINT (4.403284579556285 51.24030450469896),1306537,1,0,0,0,False,True,1306537
48,2145169 enters lock,2023-12-28 09:42:54.533396,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,False,True,1306537
49,2145169 leaves lock,2023-12-28 10:13:30.966923,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,True,False,1306537
50,Closes entry A,2023-12-29 04:36:30.966923,,1306537,0,0,0,2,True,False,1306537
51,Opens entry B,2023-12-29 05:06:30.966923,,1306537,0,0,0,2,False,True,1306537
52,1102026 enters lock,2023-12-29 05:06:34.533396,POINT (4.402919195215067 51.24014173405298),1306537,2,0,0,0,False,True,1306537
53,693954 enters lock,2023-12-29 05:06:34.533396,POINT (4.402919195215067 51.24014173405298),1306537,2,0,0,0,False,True,1306537
54,1102026 leaves lock,2023-12-29 05:38:30.966923,POINT (4.402919195215067 51.24014173405298),1306537,2,0,0,0,True,False,1306537
55,693954 leaves lock,2023-12-29 05:38:30.966923,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,True,False,1306537
56,Closes entry A,2023-12-29 07:36:30.966923,,1306537,0,0,0,1,True,False,1306537
57,Opens entry B,2023-12-29 08:06:30.966923,,1306537,0,0,0,1,False,True,1306537
58,2337674 enters lock,2023-12-29 08:06:34.533396,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,False,True,1306537
59,2337674 leaves lock,2023-12-29 08:38:30.966923,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,True,False,1306537
60,Closes entry A,2023-12-29 08:40:30.966923,,1306537,0,0,0,1,True,False,1306537
61,Opens entry B,2023-12-29 09:10:30.966923,,1306537,0,0,0,1,False,True,1306537
62,1772694 enters lock,2023-12-29 09:10:34.533396,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,False,True,1306537
63,1772694 leaves lock,2023-12-29 09:42:30.966923,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,True,False,1306537
64,Closes entry A,2023-12-29 21:11:30.966923,,1306537,0,0,0,1,True,False,1306537
65,Opens entry B,2023-12-29 21:41:30.966923,,1306537,0,0,0,1,False,True,1306537
66,476297 enters lock,2023-12-29 21:41:34.533396,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,False,True,1306537
67,476297 leaves lock,2023-12-29 22:13:30.966923,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,True,False,1306537
68,Closes entry A,2023-12-30 09:56:30.966923,,1306537,0,0,0,1,True,False,1306537
69,Opens entry B,2023-12-30 10:26:30.966923,,1306537,0,0,0,1,False,True,1306537
70,978878 enters lock,2023-12-30 10:26:34.533396,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,False,True,1306537
71,978878 leaves lock,2023-12-30 10:58:30.966923,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,True,False,1306537
72,Closes entry A,2023-12-30 11:00:30.966923,,1306537,0,0,0,2,True,False,1306537
73,Opens entry B,2023-12-30 11:30:30.966923,,1306537,0,0,0,2,False,True,1306537
74,2419047 enters lock,2023-12-30 11:30:34.533396,POINT (4.402919195215067 51.24014173405298),1306537,2,0,0,0,False,True,1306537
75,1882648 enters lock,2023-12-30 11:30:34.533396,POINT (4.402919195215067 51.24014173405298),1306537,2,0,0,0,False,True,1306537
76,2419047 leaves lock,2023-12-30 12:02:30.966923,POINT (4.402919195215067 51.24014173405298),1306537,2,0,0,0,True,False,1306537
77,1882648 leaves lock,2023-12-30 12:02:30.966923,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,True,False,1306537
78,Closes entry A,2023-12-31 07:31:30.966923,,1306537,0,0,0,1,True,False,1306537
79,Opens entry B,2023-12-31 08:01:30.966923,,1306537,0,0,0,1,False,True,1306537
80,2391346 enters lock,2023-12-31 08:01:34.533396,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,False,True,1306537
81,2391346 leaves lock,2023-12-31 08:33:30.966923,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,True,False,1306537
82,Closes entry A,2024-01-02 07:41:30.966923,,1306537,0,0,0,1,True,False,1306537
83,Opens entry B,2024-01-02 08:11:30.966923,,1306537,0,0,0,1,False,True,1306537
84,939224 enters lock,2024-01-02 08:11:34.533396,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,False,True,1306537
85,939224 leaves lock,2024-01-02 08:43:30.966923,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,True,False,1306537
86,Closes entry A,2024-01-02 08:45:30.966923,,1306537,0,0,0,2,True,False,1306537
87,Opens entry B,2024-01-02 09:15:30.966923,,1306537,0,0,0,2,False,True,1306537
88,536410 enters lock,2024-01-02 09:15:34.533396,POINT (4.402919195215067 51.24014173405298),1306537,2,0,0,0,False,True,1306537
89,934524 enters lock,2024-01-02 09:15:34.533396,POINT (4.402919195215067 51.24014173405298),1306537,2,0,0,0,False,True,1306537
90,536410 leaves lock,2024-01-02 09:47:30.966923,POINT (4.402919195215067 51.24014173405298),1306537,2,0,0,0,True,False,1306537
91,934524 leaves lock,2024-01-02 09:47:30.966923,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,True,False,1306537
92,Closes entry A,2024-01-02 09:49:30.966923,,1306537,0,0,0,1,True,False,1306537
93,Opens entry B,2024-01-02 10:19:30.966923,,1306537,0,0,0,1,False,True,1306537
94,1473255 enters lock,2024-01-02 10:19:34.533396,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,False,True,1306537
95,1473255 leaves lock,2024-01-02 10:51:30.966923,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,True,False,1306537
96,Closes entry A,2024-01-02 17:52:30.966923,,1306537,0,0,0,1,True,False,1306537
97,Opens entry B,2024-01-02 18:22:30.966923,,1306537,0,0,0,1,False,True,1306537
98,2382082 enters lock,2024-01-02 18:22:34.533396,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,False,True,1306537
99,2382082 leaves lock,2024-01-02 18:54:30.966923,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,True,False,1306537
100,Closes entry A,2024-01-03 20:34:30.966923,,1306537,0,0,0,1,True,False,1306537
101,Opens entry B,2024-01-03 21:04:30.966923,,1306537,0,0,0,1,False,True,1306537
102,241611 enters lock,2024-01-03 21:04:34.533396,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,False,True,1306537
103,241611 leaves lock,2024-01-03 21:36:30.966923,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,True,False,1306537
104,Closes entry A,2024-01-05 09:27:30.966923,,1306537,0,0,0,1,True,False,1306537
105,Opens entry B,2024-01-05 09:57:30.966923,,1306537,0,0,0,1,False,True,1306537
106,139553 enters lock,2024-01-05 09:57:34.533396,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,False,True,1306537
107,139553 leaves lock,2024-01-05 10:29:30.966923,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,True,False,1306537
108,Closes entry A,2024-01-05 16:25:30.966923,,1306537,0,0,0,1,True,False,1306537
109,Opens entry B,2024-01-05 16:55:30.966923,,1306537,0,0,0,1,False,True,1306537
110,663922 enters lock,2024-01-05 16:55:34.533396,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,False,True,1306537
111,663922 leaves lock,2024-01-05 17:27:30.966923,POINT (4.402919195215067 51.24014173405298),1306537,1,0,0,0,True,False,1306537
0,Closes entry A,2023-12-25 06:40:11.672667,,7069282,0,0,0,1,True,False,7069282
1,Opens entry B,2023-12-25 07:10:11.672667,,7069282,0,0,0,1,False,True,7069282
2,2244521 enters lock,2023-12-25 07:10:11.672667,POINT (3.863640284423233 51.543921212924474),7069282,1,0,0,0,False,True,7069282
3,2244521 leaves lock,2023-12-25 07:42:11.672667,POINT (3.863640284423233 51.543921212924474),7069282,1,0,0,0,True,False,7069282
4,1463914 enters lock,2023-12-29 19:51:14.026342,POINT (3.864038736445929 51.54395636951148),7069282,1,0,0,0,True,False,7069282
5,Closes entry A,2023-12-29 19:52:11.672667,,7069282,1,0,0,0,True,False,7069282
6,Opens entry B,2023-12-29 20:22:11.672667,,7069282,1,0,0,0,False,True,7069282
7,1463914 leaves lock,2023-12-29 20:22:11.672667,POINT (3.864038736445929 51.54395636951148),7069282,1,0,0,0,False,True,7069282
0,Closes entry A,2023-12-25 09:37:50.860484,,1293320,0,0,0,1,True,False,1293320
1,Opens entry B,2023-12-25 10:07:50.860484,,1293320,0,0,0,1,False,True,1293320
2,934524 enters lock,2023-12-25 10:07:50.860484,POINT (8.872118991936183 50.12474077059464),1293320,1,0,0,0,False,True,1293320
3,934524 leaves lock,2023-12-25 10:39:50.860484,POINT (8.872118991936183 50.12474077059464),1293320,1,0,0,0,True,False,1293320
4,934524 enters lock,2023-12-25 10:40:21.496315,POINT (8.8717413598013 50.12480671757186),1293320,1,0,0,0,True,False,1293320
5,Closes entry A,2023-12-25 10:41:50.860484,,1293320,1,0,0,0,True,False,1293320
6,Opens entry B,2023-12-25 11:11:50.860484,,1293320,1,0,0,0,False,True,1293320
7,934524 leaves lock,2023-12-25 11:11:50.860484,POINT (8.8717413598013 50.12480671757186),1293320,1,0,0,0,False,True,1293320
8,459886 enters lock,2024-01-02 17:36:14.267898,POINT (8.872118991936183 50.12474077059464),1293320,1,0,0,0,False,True,1293320
9,459886 leaves lock,2024-01-02 18:06:50.860484,POINT (8.872118991936183 50.12474077059464),1293320,1,0,0,0,True,False,1293320
10,459886 enters lock,2024-01-02 18:07:21.496315,POINT (8.8717413598013 50.12480671757186),1293320,1,0,0,0,True,False,1293320
11,Closes entry A,2024-01-02 18:08:50.860484,,1293320,1,0,0,0,True,False,1293320
12,Opens entry B,2024-01-02 18:38:50.860484,,1293320,1,0,0,0,False,True,1293320
13,459886 leaves lock,2024-01-02 18:38:50.860484,POINT (8.8717413598013 50.12480671757186),1293320,1,0,0,0,False,True,1293320
14,927645 enters lock,2024-01-02 23:37:52.236278,POINT (8.8717413598013 50.12480671757186),1293320,1,0,0,0,True,False,1293320
15,Closes entry A,2024-01-02 23:39:50.860484,,1293320,1,0,0,0,True,False,1293320
16,Opens entry B,2024-01-03 00:09:50.860484,,1293320,1,0,0,0,False,True,1293320
17,927645 leaves lock,2024-01-03 00:09:50.860484,POINT (8.8717413598013 50.12480671757186),1293320,1,0,0,0,False,True,1293320
18,927645 enters lock,2024-01-03 00:10:21.496315,POINT (8.872118991936183 50.12474077059464),1293320,1,0,0,0,False,True,1293320
19,927645 leaves lock,2024-01-03 00:41:50.860484,POINT (8.872118991936183 50.12474077059464),1293320,1,0,0,0,True,False,1293320
0,Closes entry A,2023-12-25 10:27:25.651310,,36941,0,0,0,1,True,False,36941
1,Opens entry B,2023-12-25 10:57:25.651310,,36941,0,0,0,1,False,True,36941
2,464616 enters lock,2023-12-25 10:57:25.651310,POINT (5.689997226184091 50.79481983652923),36941,1,0,0,0,False,True,36941
3,464616 leaves lock,2023-12-25 11:29:25.651310,POINT (5.689997226184091 50.79481983652923),36941,1,0,0,0,True,False,36941
4,Closes entry A,2023-12-25 20:32:25.651310,,36941,0,0,0,1,True,False,36941
5,Opens entry B,2023-12-25 21:02:25.651310,,36941,0,0,0,1,False,True,36941
6,1500941 enters lock,2023-12-25 21:02:35.599177,POINT (5.689997226184091 50.79481983652923),36941,1,0,0,0,False,True,36941
7,1500941 leaves lock,2023-12-25 21:34:25.651310,POINT (5.689997226184091 50.79481983652923),36941,1,0,0,0,True,False,36941
0,883691 enters lock,2023-12-25 11:18:22.824715,POINT (7.162441254727164 51.54783763224361),1287367,1,0,0,0,True,False,1287367
1,Closes entry A,2023-12-25 11:19:22.824715,,1287367,1,0,0,0,True,False,1287367
2,Opens entry B,2023-12-25 11:49:22.824715,,1287367,1,0,0,0,False,True,1287367
3,883691 leaves lock,2023-12-25 11:49:22.824715,POINT (7.162441254727164 51.54783763224361),1287367,1,0,0,0,False,True,1287367
4,476297 enters lock,2023-12-25 19:48:22.824715,POINT (7.162441254727164 51.54783763224361),1287367,1,0,0,0,True,False,1287367
5,Closes entry A,2023-12-25 19:50:22.824715,,1287367,1,0,0,0,True,False,1287367
6,Opens entry B,2023-12-25 20:20:22.824715,,1287367,1,0,0,0,False,True,1287367
7,476297 leaves lock,2023-12-25 20:20:22.824715,POINT (7.162441254727164 51.54783763224361),1287367,1,0,0,0,False,True,1287367
0,Closes entry A,2023-12-25 11:24:57.174886,,1279565,0,0,0,1,True,False,1279565
1,Opens entry B,2023-12-25 11:54:57.174886,,1279565,0,0,0,1,False,True,1279565
2,663922 enters lock,2023-12-25 11:54:57.174886,POINT (7.587073406914403 47.587166389614794),1279565,1,0,0,0,False,True,1279565
3,663922 leaves lock,2023-12-25 12:26:57.174886,POINT (7.587073406914403 47.587166389614794),1279565,1,0,0,0,True,False,1279565
0,Closes entry A,2023-12-25 11:33:09.236994,,6568083,0,0,0,1,True,False,6568083
1,Opens entry B,2023-12-25 12:03:09.236994,,6568083,0,0,0,1,False,True,6568083
2,1090460 enters lock,2023-12-25 12:03:09.236994,POINT (7.302028779352636 52.47509326755992),6568083,1,0,0,0,False,True,6568083
3,1090460 leaves lock,2023-12-25 12:35:09.236994,POINT (7.302028779352636 52.47509326755992),6568083,1,0,0,0,True,False,6568083
4,957734 enters lock,2023-12-30 11:31:25.258298,POINT (7.302302776187515 52.474801847357334),6568083,1,0,0,0,True,False,6568083
5,Closes entry A,2023-12-30 11:32:09.236994,,6568083,1,0,0,0,True,False,6568083
6,Opens entry B,2023-12-30 12:02:09.236994,,6568083,1,0,0,0,False,True,6568083
7,957734 leaves lock,2023-12-30 12:02:09.236994,POINT (7.302302776187515 52.474801847357334),6568083,1,0,0,0,False,True,6568083
0,Closes entry A,2023-12-25 11:43:00.476653,,25235,0,0,0,1,True,False,25235
1,Opens entry B,2023-12-25 12:13:00.476653,,25235,0,0,0,1,False,True,25235
2,2486060 enters lock,2023-12-25 12:13:00.476653,POINT (4.009712735972388 51.45524346259498),25235,1,0,0,0,False,True,25235
3,2486060 leaves lock,2023-12-25 12:45:00.476653,POINT (4.009712735972388 51.45524346259498),25235,1,0,0,0,True,False,25235
4,Closes entry A,2023-12-26 09:42:00.476653,,25235,0,0,0,1,True,False,25235
5,Opens entry B,2023-12-26 10:12:00.476653,,25235,0,0,0,1,False,True,25235
6,927645 enters lock,2023-12-26 10:12:00.476653,POINT (4.009712735972388 51.45524346259498),25235,1,0,0,0,False,True,25235
7,927645 leaves lock,2023-12-26 10:44:00.476653,POINT (4.009712735972388 51.45524346259498),25235,1,0,0,0,True,False,25235
8,1570264 enters lock,2023-12-29 04:08:07.739349,POINT (4.009580045309882 51.45562081281438),25235,1,0,0,0,True,False,25235
9,Closes entry A,2023-12-29 04:09:00.476653,,25235,1,0,0,0,True,False,25235
10,Opens entry B,2023-12-29 04:39:00.476653,,25235,1,0,0,0,False,True,25235
11,1570264 leaves lock,2023-12-29 04:39:00.476653,POINT (4.009580045309882 51.45562081281438),25235,1,0,0,0,False,True,25235
12,1496287 enters lock,2023-12-29 12:12:07.739349,POINT (4.009580045309882 51.45562081281438),25235,1,0,0,0,True,False,25235
13,Closes entry A,2023-12-29 12:14:00.476653,,25235,1,0,0,0,True,False,25235
14,Opens entry B,2023-12-29 12:44:00.476653,,25235,1,0,0,0,False,True,25235
15,1496287 leaves lock,2023-12-29 12:44:00.476653,POINT (4.009580045309882 51.45562081281438),25235,1,0,0,0,False,True,25235
16,1807715 enters lock,2023-12-29 17:53:07.739349,POINT (4.009580045309882 51.45562081281438),25235,1,0,0,0,True,False,25235
17,Closes entry A,2023-12-29 17:55:00.476653,,25235,1,0,0,0,True,False,25235
18,Opens entry B,2023-12-29 18:25:00.476653,,25235,1,0,0,0,False,True,25235
19,1807715 leaves lock,2023-12-29 18:25:00.476653,POINT (4.009580045309882 51.45562081281438),25235,1,0,0,0,False,True,25235
20,2003603 enters lock,2024-01-02 02:16:07.739349,POINT (4.009580045309882 51.45562081281438),25235,1,0,0,0,True,False,25235
21,Closes entry A,2024-01-02 02:18:00.476653,,25235,1,0,0,0,True,False,25235
22,Opens entry B,2024-01-02 02:48:00.476653,,25235,1,0,0,0,False,True,25235
23,2003603 leaves lock,2024-01-02 02:48:00.476653,POINT (4.009580045309882 51.45562081281438),25235,1,0,0,0,False,True,25235
0,Closes entry A,2023-12-25 13:49:17.474655,,1288616,0,0,0,1,True,False,1288616
1,Opens entry B,2023-12-25 14:19:17.474655,,1288616,0,0,0,1,False,True,1288616
2,828146 enters lock,2023-12-25 14:19:17.474655,POINT (7.005211008869847 51.66291997727664),1288616,1,0,0,0,False,True,1288616
3,828146 leaves lock,2023-12-25 14:51:17.474655,POINT (7.005211008869847 51.66291997727664),1288616,1,0,0,0,True,False,1288616
4,828146 enters lock,2023-12-25 14:51:45.151885,POINT (7.004811010438302 51.66292109743808),1288616,1,0,0,0,True,False,1288616
5,Closes entry A,2023-12-25 14:53:17.474655,,1288616,1,0,0,0,True,False,1288616
6,Opens entry B,2023-12-25 15:23:17.474655,,1288616,1,0,0,0,False,True,1288616
7,828146 leaves lock,2023-12-25 15:23:17.474655,POINT (7.004811010438302 51.66292109743808),1288616,1,0,0,0,False,True,1288616
8,323124 enters lock,2023-12-25 17:48:17.474655,POINT (7.005211008869847 51.66291997727664),1288616,2,0,0,1,False,True,1288616
9,1095151 enters lock,2023-12-25 17:48:17.474655,POINT (7.005211008869847 51.66291997727664),1288616,2,0,0,1,False,True,1288616
10,323124 leaves lock,2023-12-25 18:19:17.474655,POINT (7.005211008869847 51.66291997727664),1288616,2,0,0,1,True,False,1288616
11,1095151 leaves lock,2023-12-25 18:19:17.474655,POINT (7.005211008869847 51.66291997727664),1288616,1,0,0,1,True,False,1288616
12,323124 enters lock,2023-12-25 18:19:45.151885,POINT (7.004811010438302 51.66292109743808),1288616,2,0,0,1,True,False,1288616
13,1095151 enters lock,2023-12-25 18:19:45.151885,POINT (7.004811010438302 51.66292109743808),1288616,2,0,0,1,True,False,1288616
14,Closes entry A,2023-12-25 18:21:17.474655,,1288616,2,0,0,1,True,False,1288616
15,Opens entry B,2023-12-25 18:51:17.474655,,1288616,2,0,0,2,False,True,1288616
16,323124 leaves lock,2023-12-25 18:51:17.474655,POINT (7.004811010438302 51.66292109743808),1288616,2,0,0,2,False,True,1288616
17,1095151 leaves lock,2023-12-25 18:51:17.474655,POINT (7.004811010438302 51.66292109743808),1288616,1,0,0,2,False,True,1288616
18,1143818 enters lock,2023-12-25 18:51:27.474655,POINT (7.005211008869847 51.66291997727664),1288616,2,0,0,0,False,True,1288616
19,800360 enters lock,2023-12-25 18:51:27.474655,POINT (7.005211008869847 51.66291997727664),1288616,2,0,0,0,False,True,1288616
20,1143818 leaves lock,2023-12-25 19:23:17.474655,POINT (7.005211008869847 51.66291997727664),1288616,2,0,0,0,True,False,1288616
21,800360 leaves lock,2023-12-25 19:23:17.474655,POINT (7.005211008869847 51.66291997727664),1288616,1,0,0,0,True,False,1288616
22,1143818 enters lock,2023-12-25 19:23:45.151885,POINT (7.004811010438302 51.66292109743808),1288616,2,0,0,0,True,False,1288616
23,800360 enters lock,2023-12-25 19:23:45.151885,POINT (7.004811010438302 51.66292109743808),1288616,2,0,0,0,True,False,1288616
24,Closes entry A,2023-12-25 19:25:17.474655,,1288616,2,0,0,0,True,False,1288616
25,Opens entry B,2023-12-25 19:55:17.474655,,1288616,2,0,0,0,False,True,1288616
26,1143818 leaves lock,2023-12-25 19:55:17.474655,POINT (7.004811010438302 51.66292109743808),1288616,2,0,0,0,False,True,1288616
27,800360 leaves lock,2023-12-25 19:55:17.474655,POINT (7.004811010438302 51.66292109743808),1288616,1,0,0,0,False,True,1288616
28,957734 enters lock,2023-12-27 23:57:25.697852,POINT (7.004811010438302 51.66292109743808),1288616,1,0,0,0,True,False,1288616
29,Closes entry A,2023-12-27 23:59:17.474655,,1288616,1,0,0,0,True,False,1288616
30,Opens entry B,2023-12-28 00:29:17.474655,,1288616,1,0,0,0,False,True,1288616
31,957734 leaves lock,2023-12-28 00:29:17.474655,POINT (7.004811010438302 51.66292109743808),1288616,1,0,0,0,False,True,1288616
32,957734 enters lock,2023-12-28 00:29:45.151885,POINT (7.005211008869847 51.66291997727664),1288616,1,0,0,0,False,True,1288616
33,957734 leaves lock,2023-12-28 01:01:17.474655,POINT (7.005211008869847 51.66291997727664),1288616,1,0,1,0,True,False,1288616
34,1635497 enters lock,2023-12-28 01:01:25.697852,POINT (7.004811010438302 51.66292109743808),1288616,1,0,0,0,True,False,1288616
35,Closes entry A,2023-12-28 01:03:17.474655,,1288616,1,0,0,0,True,False,1288616
36,Opens entry B,2023-12-28 01:33:17.474655,,1288616,1,0,0,0,False,True,1288616
37,1635497 leaves lock,2023-12-28 01:33:17.474655,POINT (7.004811010438302 51.66292109743808),1288616,1,0,0,0,False,True,1288616
38,1215924 enters lock,2023-12-28 13:17:25.697852,POINT (7.004811010438302 51.66292109743808),1288616,1,0,0,0,True,False,1288616
39,Closes entry A,2023-12-28 13:19:17.474655,,1288616,1,0,0,0,True,False,1288616
40,Opens entry B,2023-12-28 13:49:17.474655,,1288616,1,0,0,0,False,True,1288616
41,1215924 leaves lock,2023-12-28 13:49:17.474655,POINT (7.004811010438302 51.66292109743808),1288616,1,0,0,0,False,True,1288616
42,1215924 enters lock,2023-12-28 13:49:45.151885,POINT (7.005211008869847 51.66291997727664),1288616,1,0,0,0,False,True,1288616
43,1215924 leaves lock,2023-12-28 14:21:17.474655,POINT (7.005211008869847 51.66291997727664),1288616,1,0,1,0,True,False,1288616
44,464616 enters lock,2023-12-28 14:21:25.697852,POINT (7.004811010438302 51.66292109743808),1288616,1,0,0,0,True,False,1288616
45,Closes entry A,2023-12-28 14:23:17.474655,,1288616,1,0,0,0,True,False,1288616
46,Opens entry B,2023-12-28 14:53:17.474655,,1288616,1,0,0,0,False,True,1288616
47,464616 leaves lock,2023-12-28 14:53:17.474655,POINT (7.004811010438302 51.66292109743808),1288616,1,0,0,0,False,True,1288616
48,464616 enters lock,2023-12-28 14:53:45.151885,POINT (7.005211008869847 51.66291997727664),1288616,1,0,0,0,False,True,1288616
