,Message,Timestamp,Geometry,name,lock_resource,lock_container,queue_a,queue_b,entry_a,entry_b,lock_id
5,Closes entry A,2023-12-28 10:40:15.823400,,1300125,1,0,0,0,True,False,1300125
6,Opens entry B,2023-12-28 11:10:15.823400,,1300125,1,0,0,0,False,True,1300125
7,459886 leaves lock,2023-12-28 11:10:15.823400,POINT (11.04786100032466 49.74382380226095),1300125,1,0,0,0,False,True,1300125
0,Closes entry A,2023-12-28 10:01:12.002334,,6604678,0,0,0,1,True,False,6604678
1,Opens entry B,2023-12-28 10:31:12.002334,,6604678,0,0,0,1,False,True,6604678
2,211232 enters lock,2023-12-28 10:31:12.002334,POINT (7.674050131594152 52.03782508673155),6604678,1,0,0,0,False,True,6604678
3,211232 leaves lock,2023-12-28 11:03:12.002334,POINT (7.674050131594152 52.03782508673155),6604678,1,0,0,0,True,False,6604678
4,211232 enters lock,2023-12-28 11:03:47.592099,POINT (7.673745005665878 52.03756643993011),6604678,1,0,0,0,True,False,6604678
5,Closes entry A,2023-12-28 11:05:12.002334,,6604678,1,0,0,0,True,False,6604678
6,Opens entry B,2023-12-28 11:35:12.002334,,6604678,1,0,0,0,False,True,6604678
7,211232 leaves lock,2023-12-28 11:35:12.002334,POINT (7.673745005665878 52.03756643993011),6604678,1,0,0,0,False,True,6604678
8,957734 enters lock,2023-12-29 08:47:17.724917,POINT (7.673745005665878 52.03756643993011),6604678,1,0,0,0,True,False,6604678
9,Closes entry A,2023-12-29 08:49:12.002334,,6604678,1,0,0,0,True,False,6604678
10,Opens entry B,2023-12-29 09:19:12.002334,,6604678,1,0,0,0,False,True,6604678
11,957734 leaves lock,2023-12-29 09:19:12.002334,POINT (7.673745005665878 52.03756643993011),6604678,1,0,0,0,False,True,6604678
12,957734 enters lock,2023-12-29 09:19:47.592099,POINT (7.674050131594152 52.03782508673155),6604678,1,0,0,0,False,True,6604678
13,957734 leaves lock,2023-12-29 09:51:12.002334,POINT (7.674050131594152 52.03782508673155),6604678,1,0,0,0,True,False,6604678
14,1215924 enters lock,2023-12-29 22:15:57.724917,POINT (7.673745005665878 52.03756643993011),6604678,1,0,0,0,True,False,6604678
15,Closes entry A,2023-12-29 22:16:12.002334,,6604678,1,0,0,0,True,False,6604678
16,Opens entry B,2023-12-29 22:46:12.002334,,6604678,1,0,0,0,False,True,6604678
17,1215924 leaves lock,2023-12-29 22:46:12.002334,POINT (7.673745005665878 52.03756643993011),6604678,1,0,0,0,False,True,6604678
18,1215924 enters lock,2023-12-29 22:46:47.592099,POINT (7.674050131594152 52.03782508673155),6604678,1,0,0,0,False,True,6604678
19,1215924 leaves lock,2023-12-29 23:18:12.002334,POINT (7.674050131594152 52.03782508673155),6604678,1,0,0,0,True,False,6604678
20,464616 enters lock,2023-12-29 23:19:57.724917,POINT (7.673745005665878 52.03756643993011),6604678,1,0,0,0,True,False,6604678
21,Closes entry A,2023-12-29 23:20:12.002334,,6604678,1,0,0,0,True,False,6604678
22,Opens entry B,2023-12-29 23:50:12.002334,,6604678,1,0,0,0,False,True,6604678
23,464616 leaves lock,2023-12-29 23:50:12.002334,POINT (7.673745005665878 52.03756643993011),6604678,1,0,0,0,False,True,6604678
24,464616 enters lock,2023-12-29 23:50:47.592099,POINT (7.674050131594152 52.03782508673155),6604678,1,0,0,0,False,True,6604678
25,464616 leaves lock,2023-12-30 00:22:12.002334,POINT (7.674050131594152 52.03782508673155),6604678,1,0,0,0,True,False,6604678
26,1500941 enters lock,2023-12-30 11:27:57.724917,POINT (7.673745005665878 52.03756643993011),6604678,1,0,0,0,True,False,6604678
27,Closes entry A,2023-12-30 11:28:12.002334,,6604678,1,0,0,0,True,False,6604678
28,Opens entry B,2023-12-30 11:58:12.002334,,6604678,1,0,0,0,False,True,6604678
29,1500941 leaves lock,2023-12-30 11:58:12.002334,POINT (7.673745005665878 52.03756643993011),6604678,1,0,0,0,False,True,6604678
30,1500941 enters lock,2023-12-30 11:58:47.592099,POINT (7.674050131594152 52.03782508673155),6604678,1,0,0,0,False,True,6604678
31,1500941 leaves lock,2023-12-30 12:30:12.002334,POINT (7.674050131594152 52.03782508673155),6604678,1,0,0,0,True,False,6604678
32,Closes entry A,2023-12-31 02:21:12.002334,,6604678,0,0,0,1,True,False,6604678
33,Opens entry B,2023-12-31 02:51:12.002334,,6604678,0,0,0,1,False,True,6604678
34,139553 enters lock,2023-12-31 02:51:12.002334,POINT (7.674050131594152 52.03782508673155),6604678,1,0,0,0,False,True,6604678
35,139553 leaves lock,2023-12-31 03:23:12.002334,POINT (7.674050131594152 52.03782508673155),6604678,1,0,0,0,True,False,6604678
36,139553 enters lock,2023-12-31 03:23:47.592099,POINT (7.673745005665878 52.03756643993011),6604678,1,0,0,0,True,False,6604678
37,Closes entry A,2023-12-31 03:25:12.002334,,6604678,1,0,0,0,True,False,6604678
38,Opens entry B,2023-12-31 03:55:12.002334,,6604678,1,0,0,0,False,True,6604678
39,139553 leaves lock,2023-12-31 03:55:12.002334,POINT (7.673745005665878 52.03756643993011),6604678,1,0,0,0,False,True,6604678
0,957734 enters lock,2023-12-28 11:06:59.147278,POINT (7.356851084357607 51.668832442801865),1288621,1,0,0,0,True,False,1288621
1,Closes entry A,2023-12-28 11:07:59.147278,,1288621,1,0,0,0,True,False,1288621
2,Opens entry B,2023-12-28 11:37:59.147278,,1288621,1,0,0,0,False,True,1288621
3,957734 leaves lock,2023-12-28 11:37:59.147278,POINT (7.356851084357607 51.668832442801865),1288621,1,0,0,0,False,True,1288621
4,1215924 enters lock,2023-12-29 00:56:59.147278,POINT (7.356851084357607 51.668832442801865),1288621,1,0,0,0,True,False,1288621
5,Closes entry A,2023-12-29 00:58:59.147278,,1288621,1,0,0,0,True,False,1288621
6,Opens entry B,2023-12-29 01:28:59.147278,,1288621,1,0,0,0,False,True,1288621
7,1215924 leaves lock,2023-12-29 01:28:59.147278,POINT (7.356851084357607 51.668832442801865),1288621,1,0,0,0,False,True,1288621
8,464616 enters lock,2023-12-29 02:00:59.147278,POINT (7.356851084357607 51.668832442801865),1288621,1,0,0,0,True,False,1288621
9,Closes entry A,2023-12-29 02:02:59.147278,,1288621,1,0,0,0,True,False,1288621
10,Opens entry B,2023-12-29 02:32:59.147278,,1288621,1,0,0,0,False,True,1288621
11,464616 leaves lock,2023-12-29 02:32:59.147278,POINT (7.356851084357607 51.668832442801865),1288621,1,0,0,0,False,True,1288621
12,211232 enters lock,2023-12-29 09:17:01.382394,POINT (7.357183703994837 51.66861171807673),1288621,1,0,0,0,False,True,1288621
13,211232 leaves lock,2023-12-29 09:47:59.147278,POINT (7.357183703994837 51.66861171807673),1288621,1,0,0,0,True,False,1288621
14,211232 enters lock,2023-12-29 09:48:32.882557,POINT (7.356851084357607 51.668832442801865),1288621,1,0,0,0,True,False,1288621
15,Closes entry A,2023-12-29 09:49:59.147278,,1288621,1,0,0,0,True,False,1288621
16,Opens entry B,2023-12-29 10:19:59.147278,,1288621,1,0,0,0,False,True,1288621
17,211232 leaves lock,2023-12-29 10:19:59.147278,POINT (7.356851084357607 51.668832442801865),1288621,1,0,0,0,False,True,1288621
18,1500941 enters lock,2023-12-29 14:48:59.147278,POINT (7.356851084357607 51.668832442801865),1288621,1,0,0,0,True,False,1288621
19,Closes entry A,2023-12-29 14:50:59.147278,,1288621,1,0,0,0,True,False,1288621
20,Opens entry B,2023-12-29 15:20:59.147278,,1288621,1,0,0,0,False,True,1288621
21,1500941 leaves lock,2023-12-29 15:20:59.147278,POINT (7.356851084357607 51.668832442801865),1288621,1,0,0,0,False,True,1288621
22,139553 enters lock,2024-01-01 01:36:01.382394,POINT (7.357183703994837 51.66861171807673),1288621,1,0,0,0,False,True,1288621
23,139553 leaves lock,2024-01-01 02:06:59.147278,POINT (7.357183703994837 51.66861171807673),1288621,1,0,0,0,True,False,1288621
24,139553 enters lock,2024-01-01 02:07:32.882557,POINT (7.356851084357607 51.668832442801865),1288621,1,0,0,0,True,False,1288621
25,Closes entry A,2024-01-01 02:08:59.147278,,1288621,1,0,0,0,True,False,1288621
26,Opens entry B,2024-01-01 02:38:59.147278,,1288621,1,0,0,0,False,True,1288621
27,139553 leaves lock,2024-01-01 02:38:59.147278,POINT (7.356851084357607 51.668832442801865),1288621,1,0,0,0,False,True,1288621
0,957734 enters lock,2023-12-28 12:01:30.254347,POINT (7.370039073976433 51.664729464716),6618638,1,0,0,0,True,False,6618638
1,Closes entry A,2023-12-28 12:02:30.254347,,6618638,1,0,0,0,True,False,6618638
2,Opens entry B,2023-12-28 12:32:30.254347,,6618638,1,0,0,0,False,True,6618638
3,957734 leaves lock,2023-12-28 12:32:30.254347,POINT (7.370039073976433 51.664729464716),6618638,1,0,0,0,False,True,6618638
4,957734 enters lock,2023-12-28 12:33:04.010604,POINT (7.370371937507768 51.66495127966028),6618638,1,0,0,0,False,True,6618638
5,957734 leaves lock,2023-12-28 13:04:30.254347,POINT (7.370371937507768 51.66495127966028),6618638,1,0,0,0,True,False,6618638
6,1215924 enters lock,2023-12-29 01:52:30.254347,POINT (7.370039073976433 51.664729464716),6618638,1,0,0,0,True,False,6618638
7,Closes entry A,2023-12-29 01:53:30.254347,,6618638,1,0,0,0,True,False,6618638
8,Opens entry B,2023-12-29 02:23:30.254347,,6618638,1,0,0,0,False,True,6618638
9,1215924 leaves lock,2023-12-29 02:23:30.254347,POINT (7.370039073976433 51.664729464716),6618638,1,0,0,0,False,True,6618638
10,1215924 enters lock,2023-12-29 02:24:04.010604,POINT (7.370371937507768 51.66495127966028),6618638,1,0,0,0,False,True,6618638
11,1215924 leaves lock,2023-12-29 02:55:30.254347,POINT (7.370371937507768 51.66495127966028),6618638,1,0,0,0,True,False,6618638
12,464616 enters lock,2023-12-29 02:56:30.254347,POINT (7.370039073976433 51.664729464716),6618638,1,0,0,0,True,False,6618638
13,Closes entry A,2023-12-29 02:57:30.254347,,6618638,1,0,0,0,True,False,6618638
14,Opens entry B,2023-12-29 03:27:30.254347,,6618638,1,0,0,0,False,True,6618638
15,464616 leaves lock,2023-12-29 03:27:30.254347,POINT (7.370039073976433 51.664729464716),6618638,1,0,0,0,False,True,6618638
16,464616 enters lock,2023-12-29 03:28:04.010604,POINT (7.370371937507768 51.66495127966028),6618638,1,0,0,0,False,True,6618638
17,464616 leaves lock,2023-12-29 03:59:30.254347,POINT (7.370371937507768 51.66495127966028),6618638,1,0,0,0,True,False,6618638
18,Closes entry A,2023-12-29 07:51:30.254347,,6618638,0,0,0,1,True,False,6618638
19,Opens entry B,2023-12-29 08:21:30.254347,,6618638,0,0,0,1,False,True,6618638
20,211232 enters lock,2023-12-29 08:21:36.502311,POINT (7.370371937507768 51.66495127966028),6618638,1,0,0,0,False,True,6618638
21,211232 leaves lock,2023-12-29 08:53:30.254347,POINT (7.370371937507768 51.66495127966028),6618638,1,0,0,0,True,False,6618638
22,1500941 enters lock,2023-12-29 15:44:30.254347,POINT (7.370039073976433 51.664729464716),6618638,1,0,0,0,True,False,6618638
23,Closes entry A,2023-12-29 15:45:30.254347,,6618638,1,0,0,0,True,False,6618638
24,Opens entry B,2023-12-29 16:15:30.254347,,6618638,1,0,0,0,False,True,6618638
25,1500941 leaves lock,2023-12-29 16:15:30.254347,POINT (7.370039073976433 51.664729464716),6618638,1,0,0,0,False,True,6618638
26,1500941 enters lock,2023-12-29 16:16:04.010604,POINT (7.370371937507768 51.66495127966028),6618638,1,0,0,0,False,True,6618638
27,1500941 leaves lock,2023-12-29 16:47:30.254347,POINT (7.370371937507768 51.66495127966028),6618638,1,0,0,0,True,False,6618638
28,Closes entry A,2024-01-01 00:10:30.254347,,6618638,0,0,0,1,True,False,6618638
29,Opens entry B,2024-01-01 00:40:30.254347,,6618638,0,0,0,1,False,True,6618638
30,139553 enters lock,2024-01-01 00:40:36.502311,POINT (7.370371937507768 51.66495127966028),6618638,1,0,0,0,False,True,6618638
31,139553 leaves lock,2024-01-01 01:12:30.254347,POINT (7.370371937507768 51.66495127966028),6618638,1,0,0,0,True,False,6618638
0,Closes entry A,2023-12-28 12:26:28.914054,,6779613,0,0,0,1,True,False,6779613
1,Opens entry B,2023-12-28 12:56:28.914054,,6779613,0,0,0,1,False,True,6779613
2,139553 enters lock,2023-12-28 12:56:28.914054,POINT (9.60983653231881 52.413917918405296),6779613,1,0,0,0,False,True,6779613
3,139553 leaves lock,2023-12-28 13:28:28.914054,POINT (9.60983653231881 52.413917918405296),6779613,1,0,0,0,True,False,6779613
4,139553 enters lock,2023-12-28 13:28:57.547200,POINT (9.609449493945545 52.41381691693194),6779613,1,0,0,0,True,False,6779613
5,Closes entry A,2023-12-28 13:30:28.914054,,6779613,1,0,0,0,True,False,6779613
6,Opens entry B,2023-12-28 14:00:28.914054,,6779613,1,0,0,0,False,True,6779613
7,139553 leaves lock,2023-12-28 14:00:28.914054,POINT (9.609449493945545 52.41381691693194),6779613,1,0,0,0,False,True,6779613
8,1215924 enters lock,2024-01-01 11:06:32.396592,POINT (9.609449493945545 52.41381691693194),6779613,1,0,0,0,True,False,6779613
9,Closes entry A,2024-01-01 11:08:28.914054,,6779613,1,0,0,0,True,False,6779613
10,Opens entry B,2024-01-01 11:38:28.914054,,6779613,1,0,0,0,False,True,6779613
11,1215924 leaves lock,2024-01-01 11:38:28.914054,POINT (9.609449493945545 52.41381691693194),6779613,1,0,0,0,False,True,6779613
12,464616 enters lock,2024-01-01 13:14:32.396592,POINT (9.609449493945545 52.41381691693194),6779613,1,0,0,0,True,False,6779613
13,Closes entry A,2024-01-01 13:16:28.914054,,6779613,1,0,0,0,True,False,6779613
14,Opens entry B,2024-01-01 13:46:28.914054,,6779613,1,0,0,0,False,True,6779613
15,464616 leaves lock,2024-01-01 13:46:28.914054,POINT (9.609449493945545 52.41381691693194),6779613,1,0,0,0,False,True,6779613
16,1500941 enters lock,2024-01-02 00:50:32.396592,POINT (9.609449493945545 52.41381691693194),6779613,1,0,0,0,True,False,6779613
17,Closes entry A,2024-01-02 00:52:28.914054,,6779613,1,0,0,0,True,False,6779613
18,Opens entry B,2024-01-02 01:22:28.914054,,6779613,1,0,0,0,False,True,6779613
19,1500941 leaves lock,2024-01-02 01:22:28.914054,POINT (9.609449493945545 52.41381691693194),6779613,1,0,0,0,False,True,6779613
0,Closes entry A,2023-12-28 13:27:34.863626,,1295330,0,0,0,1,True,False,1295330
1,Opens entry B,2023-12-28 13:57:34.863626,,1295330,0,0,0,1,False,True,1295330
2,211232 enters lock,2023-12-28 13:57:34.863626,POINT (7.661796236981404 51.97907858327962),1295330,1,0,0,0,False,True,1295330
3,211232 leaves lock,2023-12-28 14:29:34.863626,POINT (7.661796236981404 51.97907858327962),1295330,1,0,0,0,True,False,1295330
4,211232 enters lock,2023-12-28 14:30:19.104996,POINT (7.661851187555924 51.97868244662403),1295330,1,0,0,0,True,False,1295330
5,Closes entry A,2023-12-28 14:31:34.863626,,1295330,1,0,0,0,True,False,1295330
6,Opens entry B,2023-12-28 15:01:34.863626,,1295330,1,0,0,0,False,True,1295330
7,211232 leaves lock,2023-12-28 15:01:34.863626,POINT (7.661851187555924 51.97868244662403),1295330,1,0,0,0,False,True,1295330
8,957734 enters lock,2023-12-29 05:21:37.035156,POINT (7.661851187555924 51.97868244662403),1295330,1,0,0,0,True,False,1295330
9,Closes entry A,2023-12-29 05:23:34.863626,,1295330,1,0,0,0,True,False,1295330
10,Opens entry B,2023-12-29 05:53:34.863626,,1295330,1,0,0,0,False,True,1295330
11,957734 leaves lock,2023-12-29 05:53:34.863626,POINT (7.661851187555924 51.97868244662403),1295330,1,0,0,0,False,True,1295330
12,957734 enters lock,2023-12-29 05:54:19.104996,POINT (7.661796236981404 51.97907858327962),1295330,1,0,0,0,False,True,1295330
13,957734 leaves lock,2023-12-29 06:25:34.863626,POINT (7.661796236981404 51.97907858327962),1295330,1,0,0,0,True,False,1295330
14,1215924 enters lock,2023-12-29 19:21:57.035156,POINT (7.661851187555924 51.97868244662403),1295330,1,0,0,0,True,False,1295330
15,Closes entry A,2023-12-29 19:22:34.863626,,1295330,1,0,0,0,True,False,1295330
16,Opens entry B,2023-12-29 19:52:34.863626,,1295330,1,0,0,0,False,True,1295330
17,1215924 leaves lock,2023-12-29 19:52:34.863626,POINT (7.661851187555924 51.97868244662403),1295330,1,0,0,0,False,True,1295330
18,1215924 enters lock,2023-12-29 19:53:19.104996,POINT (7.661796236981404 51.97907858327962),1295330,1,0,0,0,False,True,1295330
19,1215924 leaves lock,2023-12-29 20:24:34.863626,POINT (7.661796236981404 51.97907858327962),1295330,1,0,0,0,True,False,1295330
20,464616 enters lock,2023-12-29 20:25:57.035156,POINT (7.661851187555924 51.97868244662403),1295330,1,0,0,0,True,False,1295330
21,Closes entry A,2023-12-29 20:26:34.863626,,1295330,1,0,0,0,True,False,1295330
22,Opens entry B,2023-12-29 20:56:34.863626,,1295330,1,0,0,0,False,True,1295330
23,464616 leaves lock,2023-12-29 20:56:34.863626,POINT (7.661851187555924 51.97868244662403),1295330,1,0,0,0,False,True,1295330
24,464616 enters lock,2023-12-29 20:57:19.104996,POINT (7.661796236981404 51.97907858327962),1295330,1,0,0,0,False,True,1295330
25,464616 leaves lock,2023-12-29 21:28:34.863626,POINT (7.661796236981404 51.97907858327962),1295330,1,0,0,0,True,False,1295330
26,1500941 enters lock,2023-12-30 08:33:57.035156,POINT (7.661851187555924 51.97868244662403),1295330,1,0,0,0,True,False,1295330
27,Closes entry A,2023-12-30 08:34:34.863626,,1295330,1,0,0,0,True,False,1295330
28,Opens entry B,2023-12-30 09:04:34.863626,,1295330,1,0,0,0,False,True,1295330
29,1500941 leaves lock,2023-12-30 09:04:34.863626,POINT (7.661851187555924 51.97868244662403),1295330,1,0,0,0,False,True,1295330
30,1500941 enters lock,2023-12-30 09:05:19.104996,POINT (7.661796236981404 51.97907858327962),1295330,1,0,0,0,False,True,1295330
31,1500941 leaves lock,2023-12-30 09:36:34.863626,POINT (7.661796236981404 51.97907858327962),1295330,1,0,0,0,True,False,1295330
32,Closes entry A,2023-12-31 05:46:34.863626,,1295330,0,0,0,1,True,False,1295330
33,Opens entry B,2023-12-31 06:16:34.863626,,1295330,0,0,0,1,False,True,1295330
34,139553 enters lock,2023-12-31 06:16:34.863626,POINT (7.661796236981404 51.97907858327962),1295330,1,0,0,0,False,True,1295330
35,139553 leaves lock,2023-12-31 06:48:34.863626,POINT (7.661796236981404 51.97907858327962),1295330,1,0,0,0,True,False,1295330
36,139553 enters lock,2023-12-31 06:49:19.104996,POINT (7.661851187555924 51.97868244662403),1295330,1,0,0,0,True,False,1295330
37,Closes entry A,2023-12-31 06:50:34.863626,,1295330,1,0,0,0,True,False,1295330
38,Opens entry B,2023-12-31 07:20:34.863626,,1295330,1,0,0,0,False,True,1295330
39,139553 leaves lock,2023-12-31 07:20:34.863626,POINT (7.661851187555924 51.97868244662403),1295330,1,0,0,0,False,True,1295330
0,Closes entry A,2023-12-28 14:36:14.214207,,1300138,0,0,0,1,True,False,1300138
1,Opens entry B,2023-12-28 15:06:14.214207,,1300138,0,0,0,1,False,True,1300138
2,459886 enters lock,2023-12-28 15:06:14.214207,POINT (10.95725899967534 49.83755619773905),1300138,1,0,0,0,False,True,1300138
3,459886 leaves lock,2023-12-28 15:38:14.214207,POINT (10.95725899967534 49.83755619773905),1300138,1,0,0,0,True,False,1300138
4,459886 enters lock,2023-12-28 15:38:51.237566,POINT (10.956968557354095 49.83783063355236),1300138,1,0,0,0,True,False,1300138
5,Closes entry A,2023-12-28 15:40:14.214207,,1300138,1,0,0,0,True,False,1300138
6,Opens entry B,2023-12-28 16:10:14.214207,,1300138,1,0,0,0,False,True,1300138
7,459886 leaves lock,2023-12-28 16:10:14.214207,POINT (10.956968557354095 49.83783063355236),1300138,1,0,0,0,False,True,1300138
0,Closes entry A,2023-12-28 15:01:30.655323,,6771801,0,0,0,1,True,False,6771801
1,Opens entry B,2023-12-28 15:31:30.655323,,6771801,0,0,0,1,False,True,6771801
2,139553 enters lock,2023-12-28 15:31:30.655323,POINT (9.562966470351709 52.39915991727143),6771801,1,0,0,0,False,True,6771801
3,139553 leaves lock,2023-12-28 16:03:30.655323,POINT (9.562966470351709 52.39915991727143),6771801,1,0,0,0,True,False,6771801
4,1215924 enters lock,2024-01-01 08:32:45.403671,POINT (9.562572198214806 52.39909246742294),6771801,1,0,0,0,True,False,6771801
5,Closes entry A,2024-01-01 08:33:30.655323,,6771801,1,0,0,0,True,False,6771801
6,Opens entry B,2024-01-01 09:03:30.655323,,6771801,1,0,0,0,False,True,6771801
7,1215924 leaves lock,2024-01-01 09:03:30.655323,POINT (9.562572198214806 52.39909246742294),6771801,1,0,0,0,False,True,6771801
8,1215924 enters lock,2024-01-01 09:03:58.521467,POINT (9.562966470351709 52.39915991727143),6771801,1,0,0,0,False,True,6771801
9,1215924 leaves lock,2024-01-01 09:35:30.655323,POINT (9.562966470351709 52.39915991727143),6771801,1,0,0,0,True,False,6771801
10,464616 enters lock,2024-01-01 10:40:45.403671,POINT (9.562572198214806 52.39909246742294),6771801,1,0,0,0,True,False,6771801
11,Closes entry A,2024-01-01 10:41:30.655323,,6771801,1,0,0,0,True,False,6771801
12,Opens entry B,2024-01-01 11:11:30.655323,,6771801,1,0,0,0,False,True,6771801
13,464616 leaves lock,2024-01-01 11:11:30.655323,POINT (9.562572198214806 52.39909246742294),6771801,1,0,0,0,False,True,6771801
14,464616 enters lock,2024-01-01 11:11:58.521467,POINT (9.562966470351709 52.39915991727143),6771801,1,0,0,0,False,True,6771801
15,464616 leaves lock,2024-01-01 11:43:30.655323,POINT (9.562966470351709 52.39915991727143),6771801,1,0,0,0,True,False,6771801
16,1500941 enters lock,2024-01-01 22:16:45.403671,POINT (9.562572198214806 52.39909246742294),6771801,1,0,0,0,True,False,6771801
17,Closes entry A,2024-01-01 22:17:30.655323,,6771801,1,0,0,0,True,False,6771801
18,Opens entry B,2024-01-01 22:47:30.655323,,6771801,1,0,0,0,False,True,6771801
19,1500941 leaves lock,2024-01-01 22:47:30.655323,POINT (9.562572198214806 52.39909246742294),6771801,1,0,0,0,False,True,6771801
20,1500941 enters lock,2024-01-01 22:47:58.521467,POINT (9.562966470351709 52.39915991727143),6771801,1,0,0,0,False,True,6771801
21,1500941 leaves lock,2024-01-01 23:19:30.655323,POINT (9.562966470351709 52.39915991727143),6771801,1,0,0,0,True,False,6771801
0,957734 enters lock,2023-12-28 15:12:08.378329,POINT (7.424273369271066 51.723969658242154),6618485,1,0,0,0,True,False,6618485
1,Closes entry A,2023-12-28 15:13:08.378329,,6618485,1,0,0,0,True,False,6618485
2,Opens entry B,2023-12-28 15:43:08.378329,,6618485,1,0,0,0,False,True,6618485
3,957734 leaves lock,2023-12-28 15:43:08.378329,POINT (7.424273369271066 51.723969658242154),6618485,1,0,0,0,False,True,6618485
4,957734 enters lock,2023-12-28 15:43:44.193673,POINT (7.424576321121462 51.724230848166044),6618485,1,0,0,0,False,True,6618485
5,957734 leaves lock,2023-12-28 16:15:08.378329,POINT (7.424576321121462 51.724230848166044),6618485,1,0,0,0,True,False,6618485
6,Closes entry A,2023-12-29 04:09:08.378329,,6618485,0,0,0,1,True,False,6618485
7,Opens entry B,2023-12-29 04:39:08.378329,,6618485,0,0,0,1,False,True,6618485
8,211232 enters lock,2023-12-29 04:39:14.667414,POINT (7.424576321121462 51.724230848166044),6618485,1,0,0,0,False,True,6618485
9,211232 leaves lock,2023-12-29 05:11:08.378329,POINT (7.424576321121462 51.724230848166044),6618485,2,0,0,0,True,False,6618485
10,1215924 enters lock,2023-12-29 05:11:08.378329,POINT (7.424273369271066 51.723969658242154),6618485,1,0,0,0,True,False,6618485
11,211232 enters lock,2023-12-29 05:11:44.193673,POINT (7.424273369271066 51.723969658242154),6618485,2,0,0,0,True,False,6618485
12,Closes entry A,2023-12-29 05:13:08.378329,,6618485,2,0,0,0,True,False,6618485
13,Opens entry B,2023-12-29 05:43:08.378329,,6618485,2,0,0,0,False,True,6618485
14,1215924 leaves lock,2023-12-29 05:43:08.378329,POINT (7.424273369271066 51.723969658242154),6618485,2,0,0,0,False,True,6618485
15,211232 leaves lock,2023-12-29 05:43:08.378329,POINT (7.424273369271066 51.723969658242154),6618485,1,0,0,0,False,True,6618485
16,1215924 enters lock,2023-12-29 05:43:44.193673,POINT (7.424576321121462 51.724230848166044),6618485,1,0,0,0,False,True,6618485
17,1215924 leaves lock,2023-12-29 06:15:08.378329,POINT (7.424576321121462 51.724230848166044),6618485,2,0,0,0,True,False,6618485
18,464616 enters lock,2023-12-29 06:15:08.378329,POINT (7.424273369271066 51.723969658242154),6618485,1,0,0,0,True,False,6618485
19,Closes entry A,2023-12-29 06:17:08.378329,,6618485,1,0,0,0,True,False,6618485
20,Opens entry B,2023-12-29 06:47:08.378329,,6618485,1,0,0,0,False,True,6618485
21,464616 leaves lock,2023-12-29 06:47:08.378329,POINT (7.424273369271066 51.723969658242154),6618485,1,0,0,0,False,True,6618485
22,464616 enters lock,2023-12-29 06:47:44.193673,POINT (7.424576321121462 51.724230848166044),6618485,1,0,0,0,False,True,6618485
23,464616 leaves lock,2023-12-29 07:19:08.378329,POINT (7.424576321121462 51.724230848166044),6618485,1,0,0,0,True,False,6618485
24,1500941 enters lock,2023-12-29 18:55:08.378329,POINT (7.424273369271066 51.723969658242154),6618485,1,0,0,0,True,False,6618485
25,Closes entry A,2023-12-29 18:56:08.378329,,6618485,1,0,0,0,True,False,6618485
26,Opens entry B,2023-12-29 19:26:08.378329,,6618485,1,0,0,0,False,True,6618485
27,1500941 leaves lock,2023-12-29 19:26:08.378329,POINT (7.424273369271066 51.723969658242154),6618485,1,0,0,0,False,True,6618485
28,1500941 enters lock,2023-12-29 19:26:44.193673,POINT (7.424576321121462 51.724230848166044),6618485,1,0,0,0,False,True,6618485
29,1500941 leaves lock,2023-12-29 19:58:08.378329,POINT (7.424576321121462 51.724230848166044),6618485,1,0,0,0,True,False,6618485
30,Closes entry A,2023-12-31 20:28:08.378329,,6618485,0,0,0,1,True,False,6618485
31,Opens entry B,2023-12-31 20:58:08.378329,,6618485,0,0,0,1,False,True,6618485
32,139553 enters lock,2023-12-31 20:58:14.667414,POINT (7.424576321121462 51.724230848166044),6618485,1,0,0,0,False,True,6618485
33,139553 leaves lock,2023-12-31 21:30:08.378329,POINT (7.424576321121462 51.724230848166044),6618485,1,0,0,0,True,False,6618485
34,139553 enters lock,2023-12-31 21:30:44.193673,POINT (7.424273369271066 51.723969658242154),6618485,1,0,0,0,True,False,6618485
35,Closes entry A,2023-12-31 21:32:08.378329,,6618485,1,0,0,0,True,False,6618485
36,Opens entry B,2023-12-31 22:02:08.378329,,6618485,1,0,0,0,False,True,6618485
37,139553 leaves lock,2023-12-31 22:02:08.378329,POINT (7.424273369271066 51.723969658242154),6618485,1,0,0,0,False,True,6618485
0,Closes entry A,2023-12-28 17:47:55.558651,,1300184,0,0,0,1,True,False,1300184
1,Opens entry B,2023-12-28 18:17:55.558651,,1300184,0,0,0,1,False,True,1300184
2,459886 enters lock,2023-12-28 18:17:55.558651,POINT (10.908582876392439 49.87956784270815),1300184,1,0,0,0,False,True,1300184
3,459886 leaves lock,2023-12-28 18:49:55.558651,POINT (10.908582876392439 49.87956784270815),1300184,1,0,0,0,True,False,1300184
0,957734 enters lock,2023-12-28 18:41:26.522871,POINT (7.40153386116049 51.79844902362184),6611767,1,0,0,0,True,False,6611767
1,Closes entry A,2023-12-28 18:42:26.522871,,6611767,1,0,0,0,True,False,6611767
2,Opens entry B,2023-12-28 19:12:26.522871,,6611767,1,0,0,0,False,True,6611767
3,957734 leaves lock,2023-12-28 19:12:26.522871,POINT (7.40153386116049 51.79844902362184),6611767,1,0,0,0,False,True,6611767
