,Kaub,Duisburg-Ruhrort,Emmerich,Erlecom,Nijmegen,Ophemert,St. Andries,Zaltbommel,Nijmegen (fixed layer)
1469.6969696969697,2.6576774938854895,3.5621607739750334,3.5213719072177496,3.414423035083739,3.397460370562019,3.342541591342238,3.423899140012277,3.3970915769504444,4.281760592514042
1484.848484848485,2.677192888105501,3.589517713673858,3.54782375069697,3.445734536393789,3.4313963850939064,3.372156825255449,3.4484649034971175,3.4177360049994707,4.315697358499399
1500.0,2.696526777236506,3.6167584221067295,3.574149362312395,3.4768274555037904,3.4651391168496533,3.4016814169172935,3.4730165416862677,3.438425729558319,4.349440962274221
1515.1515151515152,2.71568265742249,3.6438845597559957,3.600350610495798,3.5016632541545922,3.488065565244592,3.4217862795536496,3.4897698509694353,3.452576277796479,4.372368073965995
1530.3030303030303,2.734663923331264,3.6708977470477335,3.6264293176573106,3.526344533611768,3.510904292732171,3.441849976448255,3.506516891015897,3.4667476568480797,4.395207519018702
1545.4545454545455,2.7534738720711003,3.6977995657043032,3.6523872617624407,3.550873772837738,3.5336562281941797,3.461872932645129,3.5232577849496387,3.4809397553709873,4.4179602255609325
1560.6060606060607,2.7721157069193465,3.7245915600384465,3.6782261778401444,3.5752533866206218,3.556322284478898,3.4818555660895494,3.5399926535480892,3.4951524633669844,4.440627105702527
1575.7575757575758,2.7905925408739263,3.75127523819199,3.7039477594256156,3.5994857278627634,3.5789033587834016,3.5017982877927567,3.556721615299973,3.5093856721566334,4.463209055916498
1590.909090909091,2.8089074000377208,3.7778520733220424,3.7295536599412196,3.623573089765669,3.601400333024265,3.52170150199177,3.5734447864613736,3.5236392743547724,4.485706957409367
1606.060606060606,2.8270632268451044,3.804323504737384,3.7550454940187694,3.6475177079169967,3.6238140741970843,3.541565606304495,3.590162281110085,3.537913163846625,4.508121676480332
1621.2121212121212,2.8450628831395823,3.830690938987591,3.7804248387661965,3.6713217622849355,3.64614543472525,3.561390991880292,3.6068742111983223,3.552207235764509,4.53045406486969
1636.3636363636365,2.8629091531105635,3.8569557509072747,3.8056932349814097,3.6949873791249086,3.6683952527983363,3.5811780435461684,3.623580686603839,3.56652138646512,4.552704960096892
1651.5151515151515,2.8806047460970623,3.8831192846177065,3.8308521883160513,3.7185166328032704,3.6905643527004823,3.6009271399487393,3.6402818151795024,3.580855513507372,4.574875185788606
1666.6666666666667,2.8981522992654645,3.9091828544879124,3.855903170391635,3.741911547542366,3.712653545129152,3.62063865369212,3.6569777028014103,3.5952095156307813,4.596965551997158
1681.818181818182,2.9155543801681203,3.935147746057251,3.880847619870424,3.7651740990910314,3.7346636275045793,3.6403129514718837,3.6736684534155692,3.609583292734376,4.61897685550967
1696.969696969697,2.932813489189086,3.961015216921336,3.9056869434833072,3.788306216324404,3.7565953842702413,3.659950394205219,3.6903541690832045,3.6239767458561114,4.6409098801482465
1712.1212121212122,2.9499320618829783,3.986786497583098,3.9304225170167215,3.8113097827766538,3.7784495871846895,3.6795513371574264,3.707034950024748,3.6383897771527813,4.662765397061511
1727.2727272727273,2.9669124712124484,4.012462792270618,3.955055686260644,3.834186638110033,3.8002269956050156,3.699116130064869,3.7237108946625437,3.65282228988041,4.684544165007799
1742.4242424242425,2.9837570296896088,4.038045279723338,3.9795877679194844,3.856938579523428,3.8219283567622524,3.7186451172545034,3.7403820996623205,3.6672741883750994,4.7062469306302885
1757.5757575757577,3.000467991426212,4.063535113948124,4.004020050487654,3.879567363103461,3.843554406029,3.738138637760118,3.757048659973477,3.681745378034339,4.727874428724368
1772.7272727272727,3.017047554097391,4.088933424946591,4.0283537950914745,3.9020747051209286,3.865105867179528,3.757597025435354,3.773710668868209,3.696235765298744,4.749427382497479
1787.878787878788,3.0334978608230996,4.114241319415006,4.052590236298991,3.9244622832753073,3.8865834526426077,3.777020609063668,3.7903682179795393,3.710745257634221,4.770906503821708
1803.030303030303,3.0498210019715506,4.13945988141805,4.076730582899174,3.9467317378897766,3.9079878637473353,3.7964097124652874,3.80702139733826,3.7252737635145428,4.792312493479373
1818.1818181818182,3.0660190168884247,4.1645901730376025,4.100776018651912,3.968884673059205,3.929319790962177,3.8157646546012938,3.82367029540885,3.7398211924043316,4.813646041401827
1833.3333333333335,3.0820938955554835,4.189633234997682,4.124727703010143,3.990922657753287,3.950579914127445,3.8350857496749065,3.8403149991243852,3.7543874547424174,4.834907826901721
1848.4848484848485,3.0980475801820786,4.21459008726662,4.148586771815349,4.012847226876972,3.9717689026814504,3.854373307230075,3.8569555939204845,3.7689724619255847,4.856098518898931
1863.6363636363637,3.113881966732772,4.2394617296374655,4.172354337967635,4.034659882290204,3.992887415880534,3.8736276322474534,3.873592163768314,3.7835761262926804,4.8772187761403805
1878.7878787878788,3.129598906394114,4.264249142287573,4.196031492071496,4.056362093788811,4.013936103013139,3.8928490252378456,3.8902247912066947,3.798198361109079,4.8982692474139045
1893.939393939394,3.145200206983481,4.288953286318295,4.219619303058373,4.0779553000484,4.0349156036082015,3.912037782333204,3.9068535573733314,3.8128390805514956,4.919250571756442
1909.0909090909092,3.160687634302753,4.313575104275632,4.24311881878697,4.099440909532882,4.055826547637945,3.931194195375266,3.9234785420351903,3.8274981996931334,4.940163378656634
1924.2424242424242,3.1760629134393055,4.338115520652666,4.266531066622335,4.120820301369285,4.076669555715339,3.95031855200188,3.940099823618067,3.842175634489154,4.961008288252095
1939.3939393939395,3.1913277300168827,4.362575442374528,4.2898570539946,4.142094826190331,4.097445239286349,3.969411135731134,3.9567174792353583,3.856871301762478,4.981785911521478
1954.5454545454545,3.2064837313985555,4.38695575926668,4.31309776893824,4.163265806946236,4.118154200817166,3.9884722260432994,3.9733315847160595,3.8715851191898816,5.002496850471526
1969.6969696969697,3.221532527844036,4.411257344507167,4.336254180612691,4.184334539687089,4.138797033976556,4.007502098460725,3.9899422146320385,3.886317005288399,5.023141698319248
1984.848484848485,3.2364756936233574,4.435481055063539,4.359327239805106,4.205302294317093,4.159374323813492,4.026501024625672,4.006549442324564,3.9010668794020233,5.0437210396693795
2000.0,3.2513147680889203,4.459627732115051,4.382317879415979,4.226170315321905,4.179886646930235,4.0454692723762316,4.023153339930166,3.915834661688681,5.0642354506873035
